,name,artist,release,peak,duration,SemiYearID,WeekID,QuarterID
0,don't you worry child,swedish house mafia featuring john martin,2012.75,6,33,2012.5,2012-10-06,2012.75
1,don't you worry,don gardner and dee dee ford,1962.583333333333,66,7,1962.5,1962-08-25,1962.5
2,don't you write her off,"mcguinn, clark & hillman",1979.166666666667,33,11,1979.0,1979-03-17,1979.0
3,don't,billy currington,2008.833333333333,52,20,2008.5,2008-11-08,2008.75
4,don't,bryson tiller,2015.75,13,34,2015.5,2015-10-17,2015.75
5,don't,ed sheeran,2014.416666666667,9,36,2014.0,2014-06-28,2014.25
6,donald trump,mac miller,2011.416666666667,75,7,2011.0,2011-06-11,2011.25
7,donald where's your troosers?,andy stewart,1961.583333333333,77,4,1961.5,1961-08-19,1961.5
8,done for me,charlie puth featuring kehlani,2018.333333333333,53,9,2018.0,2018-05-19,2018.25
9,done.,the band perry,2013.166666666667,43,20,2013.0,2013-03-30,2013.0
10,poor little fool,ricky nelson,1958.583333333333,1,11,1958.5,1958-08-02,1958.5
11,candle in the wind 1997/something about the way you look tonight,elton john,1997.75,1,42,1997.5,1997-10-11,1997.75
12,do i make you proud,taylor hicks,2006.5,1,8,2006.0,2006-07-01,2006.5
13,3,britney spears,2009.75,1,20,2009.5,2009-10-24,2009.75
14,born this way,lady gaga,2011.083333333333,1,20,2011.0,2011-02-26,2011.0
15,part of me,katy perry,2012.166666666667,1,22,2012.0,2012-03-03,2012.0
16,shake it off,taylor swift,2014.666666666667,1,50,2014.5,2014-09-06,2014.5
17,pillowtalk,zayn,2016.083333333333,1,24,2016.0,2016-02-20,2016.0
18,can't stop the feeling!,justin timberlake,2016.333333333333,1,52,2016.0,2016-05-28,2016.25
19,shape of you,ed sheeran,2017.0,1,58,2017.0,2017-01-28,2017.0
20,"thank u, next",ariana grande,2018.833333333333,1,7,2018.5,2018-11-17,2018.75
21,patricia,perez prado and his orchestra,1958.583333333333,2,14,1958.5,1958-08-02,1958.5
22,always be my baby,mariah carey,1996.25,1,32,1996.0,1996-04-06,1996.25
23,tha crossroads,bone thugs-n-harmony,1996.333333333333,1,20,1996.0,1996-05-11,1996.25
24,4 seasons of loneliness,boyz ii men,1997.666666666667,1,20,1997.5,1997-09-27,1997.5
25,crush,david archuleta,2008.583333333333,2,23,2008.5,2008-08-30,2008.5
26,party in the u.s.a.,miley cyrus,2009.583333333333,2,28,2009.5,2009-08-29,2009.5
27,california gurls,katy perry featuring snoop dogg,2010.333333333333,1,27,2010.0,2010-05-29,2010.25
28,boyfriend,justin bieber,2012.25,2,20,2012.0,2012-04-14,2012.25
29,best song ever,one direction,2013.583333333333,2,21,2013.5,2013-08-10,2013.5
30,sorry,justin bieber,2015.833333333333,1,42,2015.5,2015-11-14,2015.75
31,cold water,major lazer featuring justin bieber & mo,2016.583333333333,2,27,2016.5,2016-08-13,2016.5
32,rockstar,post malone featuring 21 savage,2017.75,1,40,2017.5,2017-10-07,2017.75
33,psycho,post malone featuring ty dolla $ign,2018.166666666667,1,39,2018.0,2018-03-10,2018.0
34,splish splash,bobby darin,1958.583333333333,3,8,1958.5,1958-08-02,1958.5
35,circus,britney spears,2008.916666666667,3,22,2008.5,2008-12-20,2008.75
36,the edge of glory,lady gaga,2011.333333333333,3,24,2011.0,2011-05-28,2011.25
37,she will,lil wayne featuring drake,2011.666666666667,3,21,2011.5,2011-09-03,2011.5
38,payphone,maroon 5 featuring wiz khalifa,2012.333333333333,2,31,2012.0,2012-05-05,2012.25
39,berzerk,eminem,2013.666666666667,3,20,2013.5,2013-09-14,2013.5
40,problem,ariana grande featuring iggy azalea,2014.333333333333,2,25,2014.0,2014-05-17,2014.25
41,solitaire,clay aiken,2004.25,4,8,2004.0,2004-04-03,2004.25
42,don't stop believin',glee cast,2009.416666666667,4,7,2009.0,2009-06-06,2009.25
43,chained to the rhythm,katy perry featuring skip marley,2017.166666666667,4,15,2017.0,2017-03-04,2017.0
44,sign of the times,harry styles,2017.25,4,13,2017.0,2017-04-29,2017.25
45,dna.,kendrick lamar,2017.333333333333,4,20,2017.0,2017-05-06,2017.25
46,...ready for it?,taylor swift,2017.666666666667,4,19,2017.5,2017-09-23,2017.5
47,call out my name,the weeknd,2018.25,4,18,2018.0,2018-04-14,2018.25
48,sicko mode,travis scott,2018.583333333333,1,20,2018.5,2018-08-18,2018.5
49,scream/childhood,michael jackson & janet jackson,1995.416666666667,5,17,1995.0,1995-06-17,1995.25
50,say you'll be there,spice girls,1997.333333333333,3,21,1997.0,1997-05-24,1997.25
51,ray of light,madonna,1998.5,5,20,1998.0,1998-07-11,1998.5
52,burnin' up,jonas brothers,2008.5,5,16,2008.0,2008-07-12,2008.5
53,swagga like us,jay-z & t.i. featuring kanye west & lil wayne,2008.666666666667,5,20,2008.5,2008-09-27,2008.5
54,baby,justin bieber featuring ludacris,2010.083333333333,5,20,2010.0,2010-02-06,2010.0
55,24k magic,bruno mars,2016.75,4,41,2016.5,2016-10-29,2016.75
56,don't cry,lil wayne featuring xxxtentacion,2018.75,5,3,2018.5,2018-10-13,2018.75
57,rebel-'rouser,duane eddy his twangy guitar and the rebels,1958.583333333333,6,8,1958.5,1958-08-02,1958.5
58,runaway,janet jackson,1995.666666666667,3,24,1995.5,1995-09-16,1995.5
59,2 become 1,spice girls,1997.583333333333,4,24,1997.5,1997-08-16,1997.5
60,the climb,miley cyrus,2009.166666666667,4,28,2009.0,2009-03-21,2009.0
61,right above it,lil wayne featuring drake,2010.666666666667,6,24,2010.5,2010-09-04,2010.5
62,back to december,taylor swift,2010.75,6,20,2010.5,2010-10-30,2010.75
63,red,taylor swift,2012.75,6,22,2012.5,2012-10-20,2012.75
64,applause,lady gaga,2013.583333333333,4,23,2013.5,2013-08-31,2013.5
65,story of my life,one direction,2013.833333333333,6,32,2013.5,2013-11-16,2013.75
66,bang bang,"jessie j, ariana grande & nicki minaj",2014.583333333333,3,31,2014.5,2014-08-16,2014.5
67,summer sixteen,drake,2016.083333333333,6,14,2016.0,2016-02-20,2016.0
68,castle on the hill,ed sheeran,2017.0,6,33,2017.0,2017-01-28,2017.0
69,atm,j. cole,2018.333333333333,6,5,2018.0,2018-05-05,2018.25
70,all by myself,celine dion,1997.166666666667,4,20,1997.0,1997-03-29,1997.0
71,barbie girl,aqua,1997.666666666667,7,16,1997.5,1997-09-06,1997.5
72,"sorry, blame it on me",akon,2007.583333333333,7,19,2007.5,2007-08-04,2007.5
73,blah blah blah,ke$ha featuring 3oh!3,2010.0,7,20,2010.0,2010-01-23,2010.0
74,strange clouds,b.o.b featuring lil wayne,2011.75,7,20,2011.5,2011-10-15,2011.75
75,begin again,taylor swift,2012.75,7,20,2012.5,2012-10-13,2012.75
76,rap god,eminem,2013.833333333333,7,20,2013.5,2013-11-02,2013.75
77,deja vu,j. cole,2016.916666666667,7,20,2016.5,2016-12-31,2016.75
78,paris,the chainsmokers,2017.083333333333,6,20,2017.0,2017-02-04,2017.0
79,diplomatic immunity,drake,2018.083333333333,7,3,2018.0,2018-02-03,2018.0
80,pray for me,the weeknd & kendrick lamar,2018.083333333333,7,20,2018.0,2018-02-17,2018.0
81,better now,post malone,2018.333333333333,3,34,2018.0,2018-05-12,2018.25
82,sunny came home,shawn colvin,1997.5,7,32,1997.0,1997-07-12,1997.5
83,speed of sound,coldplay,2005.333333333333,8,20,2005.0,2005-05-07,2005.25
84,can't be tamed,miley cyrus,2010.416666666667,8,10,2010.0,2010-06-05,2010.25
85,speak now,taylor swift,2010.75,8,3,2010.5,2010-10-23,2010.75
86,teenage dream,glee cast,2010.833333333333,8,3,2010.5,2010-11-27,2010.75
87,skyfall,adele,2012.75,8,20,2012.5,2012-10-20,2012.75
88,sugar,maroon 5,2015.0,2,42,2015.0,2015-01-31,2015.0
89,piece by piece,kelly clarkson,2016.166666666667,8,15,2016.0,2016-03-19,2016.0
90,passionfruit,drake,2017.25,8,20,2017.0,2017-04-08,2017.25
91,stargazing,travis scott,2018.583333333333,8,8,2018.5,2018-08-18,2018.5
92,change the world,eric clapton,1996.5,5,43,1996.0,1996-07-20,1996.5
93,so what,p!nk,2008.666666666667,1,31,2008.5,2008-09-06,2008.5
94,bad romance,lady gaga,2009.833333333333,2,35,2009.5,2009-11-14,2009.75
95,6 foot 7 foot,lil wayne featuring cory gunz,2011.0,9,21,2011.0,2011-01-01,2011.0
96,take care,drake featuring rihanna,2011.916666666667,7,34,2011.5,2011-12-03,2011.75
97,starships,nicki minaj,2012.166666666667,5,31,2012.0,2012-03-03,2012.0
98,closer,the chainsmokers featuring halsey,2016.583333333333,1,52,2016.5,2016-08-20,2016.5
99,portland,drake featuring quavo & travis scott,2017.25,9,16,2017.0,2017-04-08,2017.25
100,say something,justin timberlake featuring chris stapleton,2018.083333333333,9,16,2018.0,2018-02-10,2018.0
101,don't matter to me,drake featuring michael jackson,2018.5,9,5,2018.0,2018-07-14,2018.5
102,sunflower (spider-man: into the spider-verse),post malone & swae lee,2018.833333333333,4,9,2018.5,2018-11-03,2018.75
103,discotheque,u2,1997.083333333333,10,11,1997.0,1997-02-22,1997.0
104,come with me,puff daddy featuring jimmy page,1998.416666666667,4,20,1998.0,1998-06-27,1998.25
105,change,taylor swift,2008.583333333333,10,3,2008.5,2008-08-30,2008.5
106,skyscraper,demi lovato,2011.5,10,15,2011.0,2011-07-30,2011.5
107,perfect,one direction,2015.833333333333,10,20,2015.5,2015-11-07,2015.75
108,dangerous woman,ariana grande,2016.25,8,21,2016.0,2016-04-02,2016.25
109,real love,the beatles,1996.166666666667,11,7,1996.0,1996-03-23,1996.0
110,a little bit longer,jonas brothers,2008.583333333333,11,1,2008.5,2008-08-23,2008.5
111,rumour has it / someone like you,glee cast,2011.916666666667,11,3,2011.5,2011-12-03,2011.75
112,so good,b.o.b,2012.166666666667,11,18,2012.0,2012-03-10,2012.0
113,diana,one direction,2013.916666666667,11,1,2013.5,2013-12-07,2013.75
114,dirt,florida georgia line,2014.5,11,20,2014.0,2014-07-26,2014.5
115,sorry,beyonce,2016.333333333333,11,20,2016.0,2016-05-14,2016.25
116,rise,katy perry,2016.583333333333,11,9,2016.5,2016-08-06,2016.5
117,paranoid,post malone,2018.333333333333,11,6,2018.0,2018-05-12,2018.25
118,all mine,kanye west,2018.416666666667,11,9,2018.0,2018-06-16,2018.25
119,diggin' on you,tlc,1995.833333333333,5,20,1995.5,1995-11-18,1995.75
120,somewhere over the rainbow,katharine mcphee,2006.5,12,4,2006.0,2006-07-15,2006.5
121,ring the alarm,beyonce,2006.666666666667,11,14,2006.5,2006-09-23,2006.5
122,airplanes,b.o.b featuring hayley williams,2010.333333333333,2,30,2010.0,2010-05-01,2010.25
123,runaway,kanye west featuring pusha t,2010.75,12,13,2010.5,2010-10-23,2010.75
124,take a little ride,jason aldean,2012.583333333333,12,20,2012.5,2012-08-04,2012.5
125,scream & shout,will.i.am & britney spears,2012.916666666667,3,24,2012.5,2012-12-15,2012.75
126,burnin' it down,jason aldean,2014.583333333333,12,20,2014.5,2014-08-09,2014.5
127,the hanging tree,james newton howard featuring jennifer lawrence,2014.916666666667,12,17,2014.5,2014-12-13,2014.75
128,bitter sweet symphony,the verve,1998.166666666667,12,20,1998.0,1998-03-28,1998.0
129,sex and candy,marcy playground,1998.25,8,28,1998.0,1998-04-11,1998.25
130,come and get with me,keith sweat featuring snoop dogg,1998.75,12,15,1998.5,1998-10-24,1998.75
131,ours,taylor swift,2011.833333333333,13,20,2011.5,2011-11-26,2011.75
132,die young,ke$ha,2012.75,2,22,2012.5,2012-10-13,2012.75
133,state of grace,taylor swift,2012.833333333333,13,1,2012.5,2012-11-03,2012.75
134,do what u want,lady gaga featuring r. kelly,2013.833333333333,13,19,2013.5,2013-11-09,2013.75
135,steal my girl,one direction,2014.75,13,18,2014.5,2014-10-18,2014.75
136,apes**t,the carters,2018.416666666667,13,15,2018.0,2018-06-30,2018.25
137,rap devil,machine gun kelly,2018.666666666667,13,4,2018.5,2018-09-22,2018.5
138,that's the way love goes,janet jackson,1993.333333333333,1,23,1993.0,1993-05-01,1993.25
139,the first night,monica,1998.583333333333,1,23,1998.5,1998-08-15,1998.5
140,save tonight,eagle-eye cherry,1998.916666666667,5,28,1998.5,1998-12-05,1998.75
141,all for you,janet,2001.166666666667,1,22,2001.0,2001-03-17,2001.0
142,push it to the limit,corbin bleu,2007.083333333333,14,5,2007.0,2007-02-03,2007.0
143,bartier cardi,cardi b featuring 21 savage,2018.0,14,20,2018.0,2018-01-06,2018.0
144,photograph,j. cole,2018.333333333333,14,2,2018.0,2018-05-05,2018.25
145,rich & sad,post malone,2018.333333333333,14,6,2018.0,2018-05-12,2018.25
146,dedicate,lil wayne,2018.75,14,2,2018.5,2018-10-13,2018.75
147,rescue me,madonna,1991.166666666667,9,8,1991.0,1991-03-02,1991.0
148,again,janet jackson,1993.75,1,23,1993.5,1993-10-23,1993.75
149,all my life,k-ci & jojo,1998.166666666667,1,36,1998.0,1998-03-28,1998.0
150,sing,ed sheeran,2014.25,13,20,2014.0,2014-04-26,2014.25
151,break free,ariana grande featuring zedd,2014.5,4,22,2014.0,2014-07-19,2014.5
152,all day,"kanye west featuring theophilus london, allan kingdom & paul mccartney",2015.166666666667,15,15,2015.0,2015-03-21,2015.0
153,perfect illusion,lady gaga,2016.75,15,6,2016.5,2016-10-01,2016.75
154,spoil my night,post malone featuring swae lee,2018.333333333333,15,5,2018.0,2018-05-12,2018.25
155,pushin' me away,jonas brothers,2008.583333333333,16,2,2008.5,2008-08-02,2008.5
156,stranded (haiti mon amour),"jay-z, bono, the edge & rihanna",2010.083333333333,16,2,2010.0,2010-02-06,2010.0
157,paradise,coldplay,2011.75,15,32,2011.5,2011-10-01,2011.75
158,ronan,taylor swift,2012.666666666667,16,2,2012.5,2012-09-22,2012.5
159,diamonds,rihanna,2012.75,1,26,2012.5,2012-10-13,2012.75
160,that's my kind of night,luke bryan,2013.583333333333,15,21,2013.5,2013-08-31,2013.5
161,say something,a great big world & christina aguilera,2013.833333333333,4,26,2013.5,2013-11-23,2013.75
162,amnesia,5 seconds of summer,2014.5,16,20,2014.0,2014-07-19,2014.5
163,pop style,drake featuring the throne,2016.25,16,20,2016.0,2016-04-23,2016.25
164,2u,david guetta featuring justin bieber,2017.5,16,11,2017.0,2017-07-01,2017.5
165,be careful,cardi b,2018.25,11,20,2018.0,2018-04-14,2018.25
166,ball for me,post malone featuring nicki minaj,2018.333333333333,16,14,2018.0,2018-05-12,2018.25
167,bad!,xxxtentacion,2018.833333333333,16,6,2018.5,2018-11-24,2018.75
168,"don't cry for me argentina (from ""evita"")",madonna,1997.083333333333,8,16,1997.0,1997-02-22,1997.0
169,semi-charmed life,third eye blind,1997.5,4,43,1997.0,1997-07-05,1997.5
170,...baby one more time,britney spears,1998.833333333333,1,32,1998.5,1998-11-21,1998.75
171,thank u,alanis morissette,1998.916666666667,17,11,1998.5,1998-12-05,1998.75
172,the day the world went away,nine inch nails,1999.583333333333,17,5,1999.5,1999-08-07,1999.5
173,show stopper,danity kane,2006.666666666667,8,20,2006.5,2006-09-02,2006.5
174,right now (na na na),akon,2008.75,8,22,2008.5,2008-10-11,2008.75
175,prom queen,lil wayne featuring shanell aka snl,2009.083333333333,15,11,2009.0,2009-02-14,2009.0
176,beautiful,eminem,2009.333333333333,17,6,2009.0,2009-05-30,2009.25
177,sparks fly,taylor swift,2010.833333333333,17,20,2010.5,2010-11-13,2010.75
178,stitch by stitch,javier colon,2011.5,17,2,2011.0,2011-07-16,2011.5
179,die in your arms,justin bieber,2012.416666666667,17,2,2012.0,2012-06-16,2012.25
180,dark horse,katy perry featuring juicy j,2013.75,1,57,2013.5,2013-10-05,2013.75
181,donna the prima donna,dion (di muci),1963.666666666667,6,11,1963.5,1963-09-14,1963.5
182,donna,ritchie valens,1958.833333333333,2,23,1958.5,1958-11-22,1958.75
183,donnie,the bermudas,1964.25,62,10,1964.0,1964-04-18,1964.25
184,dontchange,musiq,2002.666666666667,17,26,2002.5,2002-09-07,2002.5
185,doo doo brown,2 hyped brothers & a dog,1992.166666666667,90,5,1992.0,1992-03-21,1992.0
186,doo doo doo doo doo (heartbreaker),the rolling stones,1974.0,15,11,1974.0,1974-01-12,1974.0
187,doo wop (that thing),lauryn hill,1998.833333333333,1,21,1998.5,1998-11-14,1998.75
188,dooley,the olympics,1961.416666666667,94,1,1961.0,1961-06-17,1961.25
189,doomsday clock,the smashing pumpkins,2007.5,97,1,2007.0,2007-07-07,2007.5
190,door to your heart,the dramatics,1974.583333333333,62,6,1974.5,1974-08-24,1974.5
191,dope n****z,lil wayne featuring snoop dogg,2018.75,39,1,2018.5,2018-10-13,2018.75
192,dope new gospel,lil wayne featuring nivea,2018.75,90,1,2018.5,2018-10-13,2018.75
193,dope,lady gaga,2013.833333333333,8,2,2013.5,2013-11-23,2013.75
194,dope,tyga featuring rick ross,2013.083333333333,68,10,2013.0,2013-02-09,2013.0
195,doraville,atlanta rhythm section,1974.75,35,8,1974.5,1974-10-05,1974.75
196,double barrel,dave & ansil collins,1971.416666666667,22,11,1971.0,1971-06-12,1971.25
197,double dutch bus,frankie smith,1981.333333333333,30,19,1981.0,1981-05-16,1981.25
198,double good everything,smokey robinson,1991.833333333333,91,3,1991.5,1991-11-09,1991.75
199,double lovin',the osmonds,1971.333333333333,14,9,1971.0,1971-05-15,1971.25
200,double shot (of my baby's love),swingin' medallions,1966.25,17,13,1966.0,1966-04-23,1966.25
201,double trouble,lynyrd skynyrd,1976.166666666667,80,3,1976.0,1976-03-20,1976.0
202,double vision,3oh!3,2010.5,87,4,2010.0,2010-07-03,2010.5
203,double vision,foreigner,1978.666666666667,2,20,1978.5,1978-09-23,1978.5
204,double-o-seven,the detergents,1965.166666666667,89,3,1965.0,1965-03-20,1965.0
205,"doubleback (from ""back to the future part iii"")",zz top,1990.333333333333,50,11,1990.0,1990-05-19,1990.25
206,down 4 u,"irv gotti presents the inc. featuring ja rule, ashanti, charli baltimore & vita",2002.416666666667,6,20,2002.0,2002-06-22,2002.25
207,"down 4 whateva (from ""a low down dirty shame"")",nuttin' nyce,1995.0,92,4,1995.0,1995-01-14,1995.0
208,down a** chick,"ja rule featuring charli ""chuck"" baltimore",2002.25,21,19,2002.0,2002-04-13,2002.25
209,down and out in new york city,james brown,1973.166666666667,50,7,1973.0,1973-03-10,1973.0
210,down and out,cam'ron featuring kanye west & syleena johnson,2005.083333333333,94,1,2005.0,2005-02-19,2005.0
211,down at lulu's,ohio express,1968.583333333333,33,9,1968.5,1968-08-03,1968.5
212,down boys,warrant,1989.25,27,16,1989.0,1989-04-29,1989.25
213,cast your fate to the wind,vince guaraldi trio,1962.916666666667,22,18,1962.5,1962-12-08,1962.75
214,sure be cool if you did,blake shelton,2013.0,24,20,2013.0,2013-01-26,2013.0
215,call on me,janet & nelly,2006.5,25,18,2006.0,2006-07-08,2006.5
216,the baby,blake shelton,2002.916666666667,28,20,2002.5,2002-12-07,2002.75
217,a shoulder to cry on,tommy page,1989.083333333333,29,20,1989.0,1989-02-11,1989.0
218,any man of mine/whose bed have your boots been under?,shania twain,1995.333333333333,31,19,1995.0,1995-05-27,1995.25
219,blackout,breathe carolina,2011.833333333333,32,20,2011.5,2011-11-19,2011.75
220,come inside,intro,1993.666666666667,33,20,1993.5,1993-09-04,1993.5
221,born to fly,sara evans,2000.75,34,20,2000.5,2000-10-21,2000.75
222,better days,goo goo dolls,2005.75,36,20,2005.5,2005-10-08,2005.75
223,save up all your tears,cher,1991.75,37,20,1991.5,1991-10-19,1991.75
224,already gone,sugarland,2008.75,41,19,2008.5,2008-10-11,2008.75
225,small town usa,justin moore,2009.416666666667,44,20,2009.0,2009-06-20,2009.25
226,rewind,rascal flatts,2014.083333333333,38,20,2014.0,2014-02-01,2014.0
227,aw naw,chris young,2013.583333333333,45,20,2013.5,2013-08-03,2013.5
228,all over the road,easton corbin,2013.333333333333,51,20,2013.0,2013-05-25,2013.25
229,point at you,justin moore,2013.416666666667,53,19,2013.0,2013-06-15,2013.25
230,pony time,chubby checker,1961.0,1,16,1961.0,1961-01-21,1961.0
231,right here waiting,richard marx,1989.5,1,21,1989.0,1989-07-08,1989.5
232,anaconda,nicki minaj,2014.583333333333,2,22,2014.5,2014-08-23,2014.5
233,"baby, what a big surprise",chicago,1977.666666666667,4,17,1977.5,1977-09-24,1977.5
234,diamonds,herb alpert,1987.25,5,19,1987.0,1987-04-11,1987.25
235,summertime blues,eddie cochran,1958.583333333333,8,16,1958.5,1958-08-02,1958.5
236,peter gunn,ray anthony and his orchestra,1959.0,8,17,1959.0,1959-01-03,1959.0
237,do it any way you wanna,peoples choice,1975.583333333333,11,16,1975.5,1975-08-23,1975.5
238,the jump off,lil' kim featuring mr. cheeks,2003.083333333333,17,20,2003.0,2003-02-08,2003.0
239,slow motion,color me badd,1992.333333333333,18,20,1992.0,1992-05-09,1992.25
240,sometimes,britney spears,1999.333333333333,21,20,1999.0,1999-05-22,1999.25
241,bullet with butterfly wings,the smashing pumpkins,1995.833333333333,22,20,1995.5,1995-11-11,1995.75
242,smooth criminal,alien ant farm,2001.583333333333,23,20,2001.5,2001-08-25,2001.5
243,the last song,elton john,1992.75,23,20,1992.5,1992-10-31,1992.75
244,right thru me,nicki minaj,2010.75,26,19,2010.5,2010-10-16,2010.75
245,tenderness,general public,1984.833333333333,27,18,1984.5,1984-11-17,1984.75
246,something like that,tim mcgraw,1999.583333333333,28,20,1999.5,1999-08-14,1999.5
247,don't blink,kenny chesney,2007.666666666667,29,20,2007.5,2007-09-22,2007.5
248,disease,matchbox twenty,2002.75,29,20,2002.5,2002-10-19,2002.75
249,blessed,martina mcbride,2002.0,31,20,2002.0,2002-01-12,2002.0
250,breaking all the rules,she moves,1997.833333333333,32,20,1997.5,1997-11-08,1997.75
251,backyard boogie,mack 10,1997.583333333333,37,20,1997.5,1997-08-30,1997.5
252,4 ever,lil' mo featuring fabolous,2003.166666666667,37,20,2003.0,2003-03-22,2003.0
253,a night to remember,joe diffie,1999.333333333333,38,20,1999.0,1999-05-15,1999.25
254,pop bottles,birdman featuring lil wayne,2007.833333333333,38,20,2007.5,2007-11-17,2007.75
255,take you down,chris brown,2008.333333333333,43,20,2008.0,2008-05-03,2008.25
256,running away,hoobastank,2002.5,44,20,2002.0,2002-07-06,2002.5
257,somebody told me,the killers,2004.666666666667,51,20,2004.5,2004-09-04,2004.5
258,say you do,dierks bentley,2015.0,52,18,2015.0,2015-01-31,2015.0
259,can't get enough,j. cole featuring trey songz,2011.916666666667,52,20,2011.5,2011-12-17,2011.75
260,beat of the music,brett eldredge,2014.083333333333,44,20,2014.0,2014-02-22,2014.0
261,big bad john,jimmy dean,1961.666666666667,1,17,1961.5,1961-09-30,1961.5
262,quiet village,the exotic sounds of martin denny,1959.25,4,16,1959.0,1959-04-11,1959.25
263,something happened on the way to heaven,phil collins,1990.583333333333,4,22,1990.5,1990-08-04,1990.5
264,rock and roll music,the beach boys,1976.416666666667,5,17,1976.0,1976-06-05,1976.25
265,sad songs (say so much),elton john,1984.416666666667,5,19,1984.0,1984-06-09,1984.25
266,the groove line,heatwave,1978.333333333333,7,17,1978.0,1978-05-06,1978.25
267,strike it up,black box,1991.25,8,18,1991.0,1991-04-06,1991.25
268,america,neil diamond,1981.25,8,17,1981.0,1981-04-25,1981.25
269,"bad boys (theme from ""cops"")",inner circle,1993.333333333333,8,20,1993.0,1993-05-01,1993.25
270,back in the high life again,steve winwood,1987.333333333333,13,21,1987.0,1987-05-30,1987.25
271,coco,o.t. genasis,2014.916666666667,20,20,2014.5,2014-12-06,2014.75
272,outta my system,bow wow featuring t-pain & johnta austin,2007.166666666667,22,20,2007.0,2007-03-17,2007.0
273,southern hospitality,ludacris,2001.0,23,20,2001.0,2001-01-20,2001.0
274,angel baby,angelica,1991.75,29,20,1991.5,1991-10-19,1991.75
275,somewhere with you,kenny chesney,2010.833333333333,31,20,2010.5,2010-11-20,2010.75
276,suds in the bucket,sara evans,2004.583333333333,33,20,2004.5,2004-08-07,2004.5
277,don't cry,seal,1996.083333333333,33,20,1996.0,1996-02-17,1996.0
278,best friend,brandy,1995.416666666667,34,20,1995.0,1995-06-03,1995.25
279,all gold everything,trinidad james,2012.916666666667,36,20,2012.5,2012-12-29,2012.75
280,shotgun rider,tim mcgraw,2014.75,38,20,2014.5,2014-10-18,2014.75
281,pretty good at drinkin' beer,billy currington,2010.416666666667,41,20,2010.0,2010-06-19,2010.25
282,19 you + me,dan + shay,2014.0,42,18,2014.0,2014-01-18,2014.0
283,"crazy love (from ""jason's lyric"")",brian mcknight,1995.25,45,20,1995.0,1995-04-15,1995.25
284,tell me,diddy featuring christina aguilera,2006.833333333333,47,20,2006.5,2006-11-04,2006.75
285,ball,t.i. featuring lil wayne,2012.833333333333,50,20,2012.5,2012-11-03,2012.75
286,snapback,old dominion,2016.083333333333,50,20,2016.0,2016-02-13,2016.0
287,confession,florida georgia line,2016.0,53,20,2016.0,2016-01-16,2016.0
288,any way that you want me,evie sands,1969.583333333333,53,17,1969.5,1969-08-16,1969.5
289,somebody's heartbreak,hunter hayes,2012.916666666667,54,20,2012.5,2012-12-08,2012.75
290,red river rock,johnny and the hurricanes,1959.583333333333,5,17,1959.5,1959-08-01,1959.5
291,brokenhearted,brandy,1995.666666666667,9,20,1995.5,1995-09-09,1995.5
292,sk8er boi,avril lavigne,2002.666666666667,10,20,2002.5,2002-09-14,2002.5
293,a matter of trust,billy joel,1986.583333333333,10,18,1986.5,1986-08-09,1986.5
294,so fine,the fiestas,1959.25,11,16,1959.0,1959-04-04,1959.25
295,smuggler's blues,glenn frey,1985.25,12,19,1985.0,1985-04-06,1985.25
296,photograph,def leppard,1983.166666666667,12,17,1983.0,1983-03-12,1983.0
297,straight on,heart,1978.666666666667,15,18,1978.5,1978-09-23,1978.5
298,day by day,hooters,1985.916666666667,18,18,1985.5,1985-12-14,1985.75
299,running back to you,vanessa williams,1991.583333333333,18,21,1991.5,1991-08-10,1991.5
300,"ask of you (from ""higher learning"")",raphael saadiq,1995.166666666667,19,20,1995.0,1995-03-25,1995.0
301,somethin' bad,miranda lambert duet with carrie underwood,2014.416666666667,19,20,2014.0,2014-06-07,2014.25
302,breaking the habit,linkin park,2004.5,20,20,2004.0,2004-07-24,2004.5
303,serious,donna allen,1987.083333333333,21,18,1987.0,1987-02-14,1987.0
304,"soul to squeeze (from ""coneheads"")",red hot chili peppers,1993.583333333333,22,20,1993.5,1993-08-28,1993.5
305,sweet potatoe pie,domino,1994.25,27,19,1994.0,1994-04-09,1994.25
306,comedown,bush,1995.666666666667,30,20,1995.5,1995-09-02,1995.5
307,so alone,men at large,1993.083333333333,31,20,1993.0,1993-02-20,1993.0
308,the cowboy in me,tim mcgraw,2002.0,33,20,2002.0,2002-01-12,2002.0
309,september,daughtry,2010.583333333333,36,20,2010.5,2010-08-21,2010.5
310,ooh la la,rod stewart,1998.5,39,20,1998.0,1998-07-04,1998.5
311,teachme,musiq soulchild,2007.333333333333,42,20,2007.0,2007-05-26,2007.25
312,best friend,young thug,2015.916666666667,45,20,2015.5,2015-12-12,2015.75
313,7-6-5-4-3-2-1 (blow your whistle),gary toms empire,1975.416666666667,46,17,1975.0,1975-06-21,1975.25
314,cry no more,ii d extreme,1993.333333333333,48,20,1993.0,1993-05-15,1993.25
315,all the right moves,onerepublic,2009.75,18,34,2009.5,2009-10-24,2009.75
316,that's right,dj taz featuring raheem the dream,1997.25,51,20,1997.0,1997-04-05,1997.25
317,beer money,kip moore,2012.75,51,20,2012.5,2012-10-06,2012.75
318,roll in peace,kodak black featuring xxxtentacion,2017.666666666667,31,25,2017.5,2017-09-09,2017.5
319,round here buzz,eric church,2017.75,56,18,2017.5,2017-10-14,2017.75
